Street,Neighborhood,City,Size,Bedrooms,Bathrooms,Vacancies,Advertisement_Value,Square_Meter_Value,just_street,street,zip_code,latitude,longitude,Point,setor_censo
,Vila Cruzeiro,São Paulo,128,3,2,1,950000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Alto de Pinheiros,São Paulo,248,3,5,3,3900000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Vila Ayrosa,São Paulo,200,3,3,2,340000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Orestes Colombari, 35 ",Jardim Cláudia,São Paulo,85,2,2,3,380000.0,,rua orestes colombari,rua orestes colombari,13060061.0,-22.9202675,-47.102147,POINT (-47.102147 -22.9202675),
Avenida Manoel dos Reis Araújo,Jardim Marajoara,São Paulo,457,4,6,4,2500000.0,,avenida manoel dos reis araújo,avenida manoel dos reis araújo,4664000.0,-23.6535782,-46.6849421,POINT (-46.6849421 -23.6535782),355030816000159.0
,Bosque da Saúde,São Paulo,140,2,2,2,678000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Alvorada do Sul, 3773",,São Paulo,678,4,8,8,6895000.0,,rua alvorada do sul,rua alvorada do sul,15802240.0,-21.1358171,-48.9929978,POINT (-48.9929978 -21.1358171),
Rua Professora Haidêe Silva Martins,Jardim Campo Grande,São Paulo,280,3,5,6,1750000.0,,rua professora haidêe silva martins,rua professora haidêe silva martins,4693030.0,-23.6772052,-46.6897238,POINT (-46.6897238 -23.6772052),355030816000010.0
,Vila Nair,São Paulo,124,2,1,2,649990.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Travessa Joan Miró,Planalto Paulista,São Paulo,390,4,6,5,1600000.0,,travessa joan miró,travessa joan miró,4069060.0,-23.6216314,-46.6427756,POINT (-46.6427756 -23.6216314),355030877000063.0
,Jardim Dom Bosco,São Paulo,135,4,3,5,1050000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua José Piragibe, 340 ",Vila Indiana,São Paulo,91,2,2,1,720000.0,,rua josé piragibe,rua josé piragibe,5585040.0,-23.5717257,-46.7266365,POINT (-46.7266365 -23.5717257),355030812000081.0
Avenida Iraí,Indianópolis,São Paulo,420,4,1,4,1990000.0,,avenida iraí,avenida iraí,4082000.0,-23.6145681,-46.6582054,POINT (-46.6582054 -23.6145681),355030877000153.0
,Vila Vera,São Paulo,220,3,1,2,795000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Ester,São Paulo,100,3,2,2,465000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua José Modesto de Godói,Saúde,São Paulo,90,4,3,2,470000.0,,rua josé modesto de godói,rua josé modesto de godói,4293060.0,-23.6215007,-46.6128046,POINT (-46.6128046 -23.6215007),355030827000004.0
,Indianópolis,São Paulo,100,3,2,2,2500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua das Fiandeiras, 201 ",Vila Olímpia,São Paulo,300,3,4,2,3900000.0,,rua das fiandeiras,rua das fiandeiras,4545000.0,-23.597054,-46.6762026,POINT (-46.6762026 -23.597054),355030835000011.0
Avenida Professor Fonseca Rodrigues,Alto de Pinheiros,São Paulo,473,5,7,4,6600000.0,,avenida professor fonseca rodrigues,avenida professor fonseca rodrigues,5461010.0,-23.5486066,-46.714834,POINT (-46.714834 -23.5486066),355030802000016.0
"Rua Francisco de Assis Araújo, 79 ",Jardim Ubirajara,São Paulo,98,3,2,3,509000.0,,rua francisco de assis araújo,rua francisco de assis araújo,4456200.0,-23.6865873,-46.6775491,POINT (-46.6775491 -23.6865873),355030816000156.0
,Jardim Prudência,São Paulo,150,3,3,2,740000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Alemanha, 50 ",Jardim Europa,São Paulo,550,4,8,4,15958000.0,,rua alemanha,rua alemanha,13471680.0,-22.7250352,-47.338673,POINT (-47.338673 -22.7250352),
Rua Barão de Juparanã,Vila Zelina,São Paulo,327,4,4,5,1600000.0,,rua barão de juparanã,rua barão de juparanã,8556230.0,-23.5154905,-46.3443291,POINT (-46.3443291 -23.5154905),
Rua Ermilo Borba Filho,Campo Belo,São Paulo,250,4,2,2,970000.0,,rua ermilo borba filho,rua ermilo borba filho,4621020.0,-23.6341003,-46.6722921,POINT (-46.6722921 -23.6341003),355030815000106.0
,Alto de Pinheiros,São Paulo,357,3,4,5,3600000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Padre Leonel Franca, , 611 ",Vila Libanesa,São Paulo,250,2,2,2,600000.0,,rua padre leonel franca,rua padre leonel franca,3193070.0,-23.5743106,-46.5754547,POINT (-46.5754547 -23.5743106),355030801000022.0
Rua Nicolau Alayon,Interlagos,São Paulo,163,2,1,3,880000.0,,rua nicolau alayon,rua nicolau alayon,4802000.0,-23.7088799,-46.7068708,POINT (-46.7068708 -23.7088799),355030823000170.0
,Vila Mariana,São Paulo,283,3,5,2,1150000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Cordisburgo, 251 ",Jardim Leonor,São Paulo,850,4,4,6,6500000.0,,rua cordisburgo,rua cordisburgo,5614090.0,-23.5949294,-46.7133299,POINT (-46.7133299 -23.5949294),355030854000005.0
Rua Cássio Martins Vilaça,Pacaembu,São Paulo,372,4,5,4,4650000.0,,rua cássio martins vilaça,rua cássio martins vilaça,1249000.0,-23.5484133,-46.6699715,POINT (-46.6699715 -23.5484133),355030826000019.0
,Vila Firmiano Pinto,São Paulo,125,3,3,2,880000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Parque dos Príncipes,São Paulo,270,3,4,5,1150000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Chácara Mafalda,São Paulo,120,2,1,2,477000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Nove de Julho,Santo Amaro,São Paulo,250,3,4,3,1600000.0,,rua nove de julho,rua nove de julho,13471140.0,-22.7295818,-47.3402316,POINT (-47.3402316 -22.7295818),
,Vila São José (Ipiranga),São Paulo,149,3,1,3,790000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Avenida das Magnólias,Cidade Jardim,São Paulo,855,4,4,10,11000000.0,,avenida das magnólias,avenida das magnólias,5674000.0,-23.5931626,-46.6964356,POINT (-46.6964356 -23.5931626),355030854000128.0
,Mirandópolis,São Paulo,149,3,1,1,900000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Salvador Simões,Vila Dom Pedro I,São Paulo,200,2,3,3,1200000.0,,rua salvador simões,rua salvador simões,4276000.0,-23.6041633,-46.6135757,POINT (-46.6135757 -23.6041633),355030834000107.0
,Vila Romero,São Paulo,353,3,4,4,1000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Bosque da Saúde,São Paulo,280,3,1,6,1480000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Mário,Vila Romana,São Paulo,155,3,3,2,1250000.0,,rua mário,rua mário,6386580.0,-23.5412982,-46.8180577,POINT (-46.8180577 -23.5412982),
"Rua Suarão, , 96 ",Vila Prudente,São Paulo,141,2,1,1,440000.0,,rua suarão,rua suarão,3137090.0,-24.1647706,-46.7528146,POINT (-46.7528146 -24.1647706),
Rua Doutor Cristiano de Sousa,Jardim Leonor,São Paulo,350,4,5,3,1396369.0,,rua doutor cristiano de sousa,rua doutor cristiano de sousa,5658010.0,-23.6045825,-46.7232837,POINT (-46.7232837 -23.6045825),355030854000068.0
"Rua Galeno de Almeida, 309 ",Pinheiros,São Paulo,110,3,3,2,1399000.0,,rua galeno de almeida,rua galeno de almeida,5410030.0,-23.5528996,-46.6779525,POINT (-46.6779525 -23.5528996),355030845000169.0
,Vila Ipojuca,São Paulo,600,4,6,18,2600000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua José Raimundo,Jardim dos Prados,São Paulo,220,4,4,4,1065000.0,,rua josé raimundo,rua josé raimundo,4679170.0,-23.673657,-46.6811789,POINT (-46.6811789 -23.673657),355030816000012.0
Rua Caramuru,Saúde,São Paulo,223,1,4,2,1350000.0,,rua caramuru,rua caramuru,16900212.0,-20.9162177,-51.3891975,POINT (-51.3891975 -20.9162177),
Rua Ytaipu,Mirandópolis,São Paulo,150,3,4,3,1200000.0,,rua ytaipu,rua ytaipu,4052010.0,-23.6123613,-46.6414045,POINT (-46.6414045 -23.6123613),355030877000013.0
,Jardim Paulistano,São Paulo,210,3,1,2,5200000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Antônio Macuco Alves,Jardim Sarah,São Paulo,164,2,2,5,693000.0,,rua antônio macuco alves,rua antônio macuco alves,5382050.0,-23.5745629,-46.7629965,POINT (-46.7629965 -23.5745629),355030867000032.0
Rua Doutor Francisco Malta Cardoso,Jardim Cordeiro,São Paulo,312,3,4,3,2800000.0,,rua doutor francisco malta cardoso,rua doutor francisco malta cardoso,4640110.0,-23.6366034,-46.6809756,POINT (-46.6809756 -23.6366034),355030871000056.0
Rua Doutor Fausto de Almeida Prado Penteado,Jardim Sílvia (Zona Oeste),São Paulo,1643,4,5,5,4500000.0,,rua doutor fausto de almeida prado penteado,rua doutor fausto de almeida prado penteado,5678040.0,-23.5978227,-46.7035255,POINT (-46.7035255 -23.5978227),355030854000126.0
,Santo Amaro,São Paulo,380,3,5,4,2700000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Conjunto Residencial Butantã,São Paulo,90,2,2,2,750000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Madalena, 580 ",Vila Madalena,São Paulo,488,4,5,3,3300000.0,,rua madalena,rua madalena,7113150.0,-23.4622979,-46.5190115,POINT (-46.5190115 -23.4622979),
Rua Fábia,Vila Romana,São Paulo,138,2,2,2,950000.0,,rua fábia,rua fábia,7242330.0,-23.4625606,-46.5618824,POINT (-46.5618824 -23.4625606),
Rua Southey,Vila Dom Pedro I,São Paulo,175,4,3,2,1400000.0,,rua southey,rua southey,4276080.0,-23.5950587,-46.6149,POINT (-46.6149 -23.5950587),355030834000037.0
"Rua Tenente Henrique Gil Neto, 30 ",Vila Mariana,São Paulo,180,3,2,3,1380000.0,,rua tenente henrique gil neto,rua tenente henrique gil neto,4016040.0,-23.5870563,-46.6357437,POINT (-46.6357437 -23.5870563),355030890000016.0
"Rua General Calado, 192 ",Vila Regente Feijó,São Paulo,199,4,4,2,900000.0,,rua general calado,rua general calado,3334060.0,-23.5546036,-46.5734399,POINT (-46.5734399 -23.5546036),355030801000116.0
Rua João Batista Leme da Silva,Vila Madalena,São Paulo,195,3,2,2,1045000.0,,rua joão batista leme da silva,rua joão batista leme da silva,5449030.0,-23.544809,-46.7023131,POINT (-46.7023131 -23.544809),355030802000010.0
Rua Senador Otávio Mangabeira,Jardim Morumbi,São Paulo,355,5,6,5,2000000.0,,rua senador otávio mangabeira,rua senador otávio mangabeira,5662000.0,-23.6100349,-46.7200357,POINT (-46.7200357 -23.6100349),355030854000077.0
Rua Piatá,Vila Isolina Mazzei,São Paulo,60,3,1,1,345000.0,,rua piatá,rua piatá,2080010.0,-23.4974047,-46.6061902,POINT (-46.6061902 -23.4974047),355030886000053.0
Rua Sílvia Celeste de Campos,Alto de Pinheiros,São Paulo,675,5,6,7,15000000.0,,rua sílvia celeste de campos,rua sílvia celeste de campos,5462010.0,-23.5583663,-46.703233,POINT (-46.703233 -23.5583663),355030802000039.0
Rua Amélia Barsotti Simi,Jardim Riviera,São Paulo,405,3,3,7,1480000.0,,rua amélia barsotti simi,rua amélia barsotti simi,4925000.0,-23.7052905,-46.7445234,POINT (-46.7445234 -23.7052905),355030846000242.0
Rua Doutor Dolzani,Jardim da Glória,São Paulo,111,2,2,1,448970.0,,rua doutor dolzani,rua doutor dolzani,1546000.0,-23.5796392,-46.6221689,POINT (-46.6221689 -23.5796392),355030890000111.0
,Vila Santa Catarina,São Paulo,249,3,1,3,900000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Tebas,Jardim Brasil (Zona Sul),São Paulo,405,3,6,6,2800000.0,,rua tebas,rua tebas,12220831.0,-23.1900465,-45.8845542,POINT (-45.8845542 -23.1900465),
Rua Mesquita,Vila Deodoro,São Paulo,205,3,1,2,3800000.0,,rua mesquita,rua mesquita,7986130.0,-23.3158074,-46.7320155,POINT (-46.7320155 -23.3158074),
Rua Doutor Queirós Guimarães,Jardim Guedala,São Paulo,405,4,5,4,3850000.0,,rua doutor queirós guimarães,rua doutor queirós guimarães,5609000.0,-23.5816591,-46.7117572,POINT (-46.7117572 -23.5816591),355030854000008.0
,Jardim Prudência,São Paulo,369,3,3,3,1500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Santo Amaro,São Paulo,155,2,3,1,1050000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Fujie Nitta,Brooklin Paulista,São Paulo,152,3,3,2,970000.0,,rua fujie nitta,rua fujie nitta,4623030.0,-23.637602,-46.6723188,POINT (-46.6723188 -23.637602),355030815000044.0
,Jardim Paulista,São Paulo,605,4,6,3,11000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Ferdinando Laboriau,Pacaembu,São Paulo,455,4,4,4,2350000.0,,rua ferdinando laboriau,rua ferdinando laboriau,1250040.0,-23.5469077,-46.6722031,POINT (-46.6722031 -23.5469077),355030860000079.0
,Pacaembu,São Paulo,285,4,6,6,2100000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Guedala,São Paulo,905,5,7,10,5800000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Marcondes de Andrade,Vila São José (Ipiranga),São Paulo,182,3,2,3,980000.0,,rua marcondes de andrade,rua marcondes de andrade,4265040.0,-23.586699,-46.6123373,POINT (-46.6123373 -23.586699),355030834000022.0
Rua Doutor Monteiro Tapajós,Vila Santo Estéfano,São Paulo,126,3,2,2,590000.0,,rua doutor monteiro tapajós,rua doutor monteiro tapajós,4152040.0,-23.6232678,-46.6263875,POINT (-46.6263875 -23.6232678),355030827000026.0
Rua Sônia Ribeiro,Campo Belo,São Paulo,255,4,4,4,1750000.0,,rua sônia ribeiro,rua sônia ribeiro,4621010.0,-23.6315875,-46.6733583,POINT (-46.6733583 -23.6315875),355030815000020.0
,Campo Belo,São Paulo,219,4,5,4,2500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Guaxatuba,Santo Amaro,São Paulo,207,2,1,4,1000000.0,,rua guaxatuba,rua guaxatuba,4662050.0,-23.6613015,-46.7030959,POINT (-46.7030959 -23.6613015),355030816000170.0
,Jardim Ester,São Paulo,130,3,3,2,570000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Honduras,Jardim Paulista,São Paulo,365,4,6,8,7497000.0,,rua honduras,rua honduras,13465772.0,-22.7494346,-47.3422985,POINT (-47.3422985 -22.7494346),
,Saúde,São Paulo,170,4,4,2,1249000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Brooklin Paulista,São Paulo,480,5,8,6,2900000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Calíope,Jardim Guedala,São Paulo,572,4,3,7,2553191.0,,rua calíope,rua calíope,5609030.0,-23.5791145,-46.7077219,POINT (-46.7077219 -23.5791145),355030854000027.0
,Saúde,São Paulo,140,3,2,3,3200000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Vila Dom Pedro I,São Paulo,100,2,2,1,700000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Pascoal Gomes de Lima, 87 ",Tremembé,São Paulo,100,3,2,6,531000.0,,rua pascoal gomes de lima,rua pascoal gomes de lima,2357070.0,-23.4475832,-46.6137784,POINT (-46.6137784 -23.4475832),355030881000137.0
Rua Brigadeiro Gama Barcelos,Parque Jabaquara,São Paulo,200,3,3,4,789500.0,,rua brigadeiro gama barcelos,rua brigadeiro gama barcelos,4355070.0,-23.6331967,-46.6571215,POINT (-46.6571215 -23.6331967),355030815000033.0
,Parque Savoy City,São Paulo,165,3,2,2,498000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Maestro Chiaffarelli,Jardim Paulista,São Paulo,226,3,3,2,3200000.0,,rua maestro chiaffarelli,rua maestro chiaffarelli,1432030.0,-23.5549325,-46.6621452,POINT (-46.6621452 -23.5549325),355030826000015.0
,Vila Moraes,São Paulo,168,2,1,3,630000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua São Gall, 4 ",Vila Ipojuca,São Paulo,351,5,7,5,1699999.0,,rua são gall,rua são gall,5054170.0,-23.53863,-46.6999279,POINT (-46.6999279 -23.53863),355030848000045.0
,Indianópolis,São Paulo,124,2,2,2,995000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Guedala,São Paulo,400,4,6,5,1700000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Engenheiro Artur de Miranda, , 187 ",Butantã,São Paulo,180,3,2,3,900000.0,,rua engenheiro artur de miranda,rua engenheiro artur de miranda,5534010.0,-23.6021607,-46.7497656,POINT (-46.7497656 -23.6021607),355030894000145.0
Rua Parque da Fonte,Barro Branco (Zona Norte),São Paulo,600,3,2,4,3400000.0,,rua parque da fonte,rua parque da fonte,6332200.0,-23.5465415,-46.8309815,POINT (-46.8309815 -23.5465415),
"Rua Pedro Nascimento Ferrador, 483 ",Vila Prudente,São Paulo,125,3,3,2,760000.0,,rua pedro nascimento ferrador,rua pedro nascimento ferrador,3128120.0,-23.5722446,-46.5837204,POINT (-46.5837204 -23.5722446),355030853000079.0
Rua Doutor Ernani da Gama Corrêa,Conjunto Residencial Butantã,São Paulo,90,2,1,2,580000.0,,rua doutor ernani da gama corrêa,rua doutor ernani da gama corrêa,15133286.0,-20.807514,-49.4888477,POINT (-49.4888477 -20.807514),
Rua Nova Pátria,Bosque da Saúde,São Paulo,205,4,4,3,1490000.0,,rua nova pátria,rua nova pátria,6700538.0,-23.6026684,-46.9194693,POINT (-46.9194693 -23.6026684),
"Rua Rodrigues Guião, 146 ",Pinheiros,São Paulo,130,3,3,1,2000000.0,,rua rodrigues guião,rua rodrigues guião,5429030.0,-23.5619352,-46.6986769,POINT (-46.6986769 -23.5619352),355030862000077.0
Rua Limonita,Quarta Parada,São Paulo,235,4,3,2,1100000.0,,rua limonita,rua limonita,3177110.0,-23.5475182,-46.5843617,POINT (-46.5843617 -23.5475182),355030808000035.0
,Jardim Ester Yolanda,São Paulo,90,2,3,2,430000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Japeacaba,Vila Albertina,São Paulo,238,3,3,3,1300000.0,,rua japeacaba,rua japeacaba,2373050.0,-23.4540005,-46.6185781,POINT (-46.6185781 -23.4540005),355030881000047.0
Rua Pantojo,Vila Regente Feijó,São Paulo,349,3,1,2,1277250.0,,rua pantojo,rua pantojo,3343000.0,-21.766667,-46.9,POINT (-46.9 -21.766667),
,Jardim Novo Mundo,São Paulo,380,4,5,3,2500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Vila Santos,São Paulo,120,3,2,2,525000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Professor Eduardo Monteiro, 3773",,São Paulo,550,3,5,6,4000000.0,,rua professor eduardo monteiro,rua professor eduardo monteiro,5614120.0,-23.5955858,-46.7106558,POINT (-46.7106558 -23.5955858),355030854000005.0
Rua João Bertacchi,Jardim Cristal,São Paulo,241,2,1,2,361200.0,,rua joão bertacchi,rua joão bertacchi,4777110.0,-23.6948551,-46.6967948,POINT (-46.6967948 -23.6948551),355030823000137.0
Avenida Doutor Cardoso de Melo,Vila Olímpia,São Paulo,300,4,1,8,950000.0,,avenida doutor cardoso de melo,avenida doutor cardoso de melo,4548000.0,-23.6023931,-46.6762598,POINT (-46.6762598 -23.6023931),355030835000014.0
Rua Demóstenes,Campo Belo,São Paulo,291,3,5,4,1950000.0,,rua demóstenes,rua demóstenes,4614010.0,-23.617599,-46.6722611,POINT (-46.6722611 -23.617599),355030815000053.0
,Bosque da Saúde,São Paulo,288,3,3,6,1200000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Luiz da Silva Leite, 93 ",Vila Olinda,São Paulo,265,3,3,2,550000.0,,rua luiz da silva leite,rua luiz da silva leite,13323221.0,-23.216304,-47.2779973,POINT (-47.2779973 -23.216304),
Rua Antônio Macuco Alves,Jardim Sarah,São Paulo,91,2,2,2,430000.0,,rua antônio macuco alves,rua antônio macuco alves,5382050.0,-23.5745629,-46.7629965,POINT (-46.7629965 -23.5745629),355030867000032.0
,Alto de Pinheiros,São Paulo,389,4,4,4,5000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Brooklin Paulista,São Paulo,330,4,4,4,1800000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Félix de Sousa,Vila Congonhas,São Paulo,220,3,3,9,1900000.0,,rua félix de sousa,rua félix de sousa,4612080.0,-23.623103,-46.6633302,POINT (-46.6633302 -23.623103),355030815000059.0
Rua Melo Morais Filho,Jardim Guedala,São Paulo,550,4,6,10,8500000.0,,rua melo morais filho,rua melo morais filho,5610040.0,-23.5853341,-46.7108966,POINT (-46.7108966 -23.5853341),355030854000007.0
,Vila Ida,São Paulo,240,3,3,7,2300000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Avenida Professor Rubens Gomes de Souza,Jardim Cordeiro,São Paulo,505,4,5,6,9000000.0,,avenida professor rubens gomes de souza,avenida professor rubens gomes de souza,4640230.0,-23.6394961,-46.6784647,POINT (-46.6784647 -23.6394961),355030871000056.0
,Cidade Monções,São Paulo,107,2,4,2,1200000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Cidade Jardim,São Paulo,415,3,5,4,4000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Bosque da Saúde,São Paulo,405,5,1,5,1800000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Bernard de Soissons, 112 ",Jardim das Vertentes,São Paulo,200,3,4,2,745000.0,,rua bernard de soissons,rua bernard de soissons,5541120.0,-23.5928575,-46.74189,POINT (-46.74189 -23.5928575),355030894000018.0
Rua da Paz,Alto da Boa Vista,São Paulo,400,5,4,6,1750000.0,,rua da paz,rua da paz,13607381.0,-22.3709526,-47.366156,POINT (-47.366156 -22.3709526),
Rua James Ensor,Parque Regina,São Paulo,100,2,2,2,450000.0,,rua james ensor,rua james ensor,5772040.0,-23.6392155,-46.7564777,POINT (-46.7564777 -23.6392155),355030817000192.0
,Pacaembu,São Paulo,365,4,5,5,2950000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Pedro Paulino de Andrade,Jardim Heliomar,São Paulo,150,3,4,2,780000.0,,rua pedro paulino de andrade,rua pedro paulino de andrade,4728110.0,-23.6360168,-46.7131484,POINT (-46.7131484 -23.6360168),355030871000067.0
Rua Flórida,Cidade Monções,São Paulo,220,4,6,3,2000000.0,,rua flórida,rua flórida,6363320.0,-23.5669761,-46.8408239,POINT (-46.8408239 -23.5669761),
Rua dos Jacintos,Mirandópolis,São Paulo,142,3,3,3,950000.0,,rua dos jacintos,rua dos jacintos,13467201.0,-22.7654992,-47.3391765,POINT (-47.3391765 -22.7654992),
,Indianópolis,São Paulo,406,4,2,4,2500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Doutor Lacerda de Oliveira,Parque São Lucas,São Paulo,80,2,1,1,350000.0,,rua doutor lacerda de oliveira,rua doutor lacerda de oliveira,3239090.0,-23.5945383,-46.5453261,POINT (-46.5453261 -23.5945383),355030872000003.0
Rua Guararema,Bosque da Saúde,São Paulo,300,3,2,3,900000.0,,rua guararema,rua guararema,13030640.0,-22.9227492,-47.0769595,POINT (-47.0769595 -22.9227492),
,Retiro Morumbi,São Paulo,1800,6,9,10,19000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Francisco Alves Bezerra,Parque Edu Chaves,São Paulo,105,2,2,1,445000.0,,rua francisco alves bezerra,rua francisco alves bezerra,2228000.0,-23.4786194,-46.5705303,POINT (-46.5705303 -23.4786194),355030892000112.0
Rua dos Militares,Vila Albertina,São Paulo,230,3,4,3,1200000.0,,rua dos militares,rua dos militares,8584050.0,-23.4229245,-46.3514309,POINT (-46.3514309 -23.4229245),
,Vila São Francisco,São Paulo,256,5,5,6,2000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua José Rufino da Silva,Jardim Primavera (Zona Sul),São Paulo,179,3,2,2,401100.0,,rua josé rufino da silva,rua josé rufino da silva,4812230.0,-23.7106065,-46.6858412,POINT (-46.6858412 -23.7106065),355030823000142.0
,Vila Anhangüera,São Paulo,296,3,3,2,1020000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Samambaia,Vila Roseira II,São Paulo,150,2,2,3,790000.0,,rua samambaia,rua samambaia,12948013.0,-23.1133357,-46.5385295,POINT (-46.5385295 -23.1133357),
Avenida Marcondes de Brito,Chácara Seis de Outubro,São Paulo,480,3,3,5,1600000.0,,avenida marcondes de brito,avenida marcondes de brito,3509000.0,-23.5369671,-46.5283797,POINT (-46.5283797 -23.5369671),355030891000078.0
"Avenida Amarilis, 933 ",Cidade Jardim,São Paulo,840,4,6,8,5899000.0,,avenida amarilis,avenida amarilis,5673030.0,-23.5927163,-46.7030853,POINT (-46.7030853 -23.5927163),355030854000125.0
,Belenzinho,São Paulo,230,3,2,3,1500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Ituxi,Saúde,São Paulo,73,2,3,1,896000.0,,rua ituxi,rua ituxi,4055020.0,-23.6178834,-46.6428082,POINT (-46.6428082 -23.6178834),355030877000009.0
Rua Paschoal Pellini,Jardim Prudência,São Paulo,335,4,3,4,1800000.0,,rua paschoal pellini,rua paschoal pellini,4648270.0,-23.6517084,-46.6776377,POINT (-46.6776377 -23.6517084),355030822000266.0
Rua Inhambú,Vila Uberabinha,São Paulo,260,3,4,2,1930000.0,,rua inhambú,rua inhambú,4520010.0,-23.5995369,-46.6667949,POINT (-46.6667949 -23.5995369),355030832000008.0
